type,category,vacancy_type,vacancy,lastupdate,time of api
P,HOURLY,A,16,2021-03-12 20:11:03,2021-03-12 20:15:00+00:00
P,HOURLY,A,23,2021-03-12 20:27:03,2021-03-12 20:30:00+00:00
P,HOURLY,A,27,2021-03-12 20:41:04,2021-03-12 20:45:00+00:00
P,HOURLY,A,29,2021-03-12 20:57:03,2021-03-12 21:00:00+00:00
P,HOURLY,A,43,2021-03-12 21:13:03,2021-03-12 21:15:00+00:00
P,HOURLY,A,57,2021-03-12 21:27:03,2021-03-12 21:30:00+00:00
P,HOURLY,A,69,2021-03-12 21:43:04,2021-03-12 21:45:00+00:00
P,HOURLY,A,80,2021-03-12 21:57:03,2021-03-12 22:00:00+00:00
P,HOURLY,A,96,2021-03-12 22:11:03,2021-03-12 22:15:00+00:00
P,HOURLY,A,117,2021-03-12 22:27:03,2021-03-12 22:30:00+00:00
P,HOURLY,A,131,2021-03-12 22:43:03,2021-03-12 22:45:00+00:00
P,HOURLY,A,139,2021-03-12 22:57:03,2021-03-12 23:00:00+00:00
P,HOURLY,A,140,2021-03-12 23:13:04,2021-03-12 23:15:00+00:00
P,HOURLY,A,141,2021-03-12 23:27:03,2021-03-12 23:30:00+00:00
P,HOURLY,A,141,2021-03-12 23:43:03,2021-03-12 23:45:00+00:00
P,HOURLY,A,143,2021-03-12 23:57:03,2021-03-13 00:00:00+00:00
P,HOURLY,A,144,2021-03-13 00:11:03,2021-03-13 00:15:00+00:00
P,HOURLY,A,144,2021-03-13 00:27:03,2021-03-13 00:30:00+00:00
P,HOURLY,A,144,2021-03-13 00:43:03,2021-03-13 00:45:00+00:00
P,HOURLY,A,144,2021-03-13 00:57:03,2021-03-13 01:00:00+00:00
P,HOURLY,A,144,2021-03-13 01:13:03,2021-03-13 01:15:00+00:00
P,HOURLY,A,144,2021-03-13 01:27:03,2021-03-13 01:30:00+00:00
P,HOURLY,A,144,2021-03-13 01:43:03,2021-03-13 01:45:00+00:00
P,HOURLY,A,145,2021-03-13 01:57:03,2021-03-13 02:00:00+00:00
P,HOURLY,A,145,2021-03-13 02:13:03,2021-03-13 02:15:00+00:00
P,HOURLY,A,145,2021-03-13 02:27:03,2021-03-13 02:30:00+00:00
P,HOURLY,A,145,2021-03-13 02:43:03,2021-03-13 02:45:00+00:00
P,HOURLY,A,145,2021-03-13 02:57:03,2021-03-13 03:00:00+00:00
P,HOURLY,A,145,2021-03-13 03:11:03,2021-03-13 03:15:00+00:00
P,HOURLY,A,145,2021-03-13 03:27:03,2021-03-13 03:30:00+00:00
P,HOURLY,A,145,2021-03-13 03:41:03,2021-03-13 03:45:00+00:00
P,HOURLY,A,145,2021-03-13 03:57:03,2021-03-13 04:00:00+00:00
P,HOURLY,A,145,2021-03-13 04:13:03,2021-03-13 04:15:00+00:00
P,HOURLY,A,145,2021-03-13 04:27:03,2021-03-13 04:30:00+00:00
P,HOURLY,A,145,2021-03-13 04:41:03,2021-03-13 04:45:00+00:00
P,HOURLY,A,145,2021-03-13 04:57:03,2021-03-13 05:00:00+00:00
P,HOURLY,A,145,2021-03-13 05:11:03,2021-03-13 05:15:00+00:00
P,HOURLY,A,145,2021-03-13 05:27:03,2021-03-13 05:30:00+00:00
P,HOURLY,A,145,2021-03-13 05:41:03,2021-03-13 05:45:00+00:00
P,HOURLY,A,145,2021-03-13 05:57:03,2021-03-13 06:00:00+00:00
P,HOURLY,A,145,2021-03-13 06:11:03,2021-03-13 06:15:00+00:00
P,HOURLY,A,145,2021-03-13 06:27:03,2021-03-13 06:30:00+00:00
P,HOURLY,A,145,2021-03-13 06:43:03,2021-03-13 06:45:00+00:00
P,HOURLY,A,145,2021-03-13 06:57:03,2021-03-13 07:00:00+00:00
P,HOURLY,A,145,2021-03-13 07:11:03,2021-03-13 07:15:00+00:00
P,HOURLY,A,145,2021-03-13 07:27:03,2021-03-13 07:30:00+00:00
P,HOURLY,A,143,2021-03-13 07:41:03,2021-03-13 07:45:00+00:00
P,HOURLY,A,143,2021-03-13 07:57:03,2021-03-13 08:00:00+00:00
P,HOURLY,A,142,2021-03-13 08:13:03,2021-03-13 08:15:00+00:00
P,HOURLY,A,141,2021-03-13 08:27:03,2021-03-13 08:30:00+00:00
P,HOURLY,A,138,2021-03-13 08:43:03,2021-03-13 08:45:00+00:00
P,HOURLY,A,136,2021-03-13 08:57:03,2021-03-13 09:00:00+00:00
P,HOURLY,A,135,2021-03-13 09:11:03,2021-03-13 09:15:00+00:00
P,HOURLY,A,129,2021-03-13 09:27:03,2021-03-13 09:30:00+00:00
P,HOURLY,A,123,2021-03-13 09:41:03,2021-03-13 09:45:00+00:00
P,HOURLY,A,114,2021-03-13 09:57:03,2021-03-13 10:00:00+00:00
P,HOURLY,A,106,2021-03-13 10:11:08,2021-03-13 10:15:00+00:00
P,HOURLY,A,98,2021-03-13 10:27:04,2021-03-13 10:30:00+00:00
P,HOURLY,A,87,2021-03-13 10:41:03,2021-03-13 10:45:00+00:00
P,HOURLY,A,75,2021-03-13 10:57:03,2021-03-13 11:00:00+00:00
P,HOURLY,A,61,2021-03-13 11:13:03,2021-03-13 11:15:00+00:00
P,HOURLY,A,53,2021-03-13 11:27:03,2021-03-13 11:30:00+00:00
P,HOURLY,A,39,2021-03-13 11:43:03,2021-03-13 11:45:00+00:00
P,HOURLY,A,26,2021-03-13 11:57:03,2021-03-13 12:00:00+00:00
P,HOURLY,A,21,2021-03-13 12:11:03,2021-03-13 12:15:00+00:00
P,HOURLY,A,11,2021-03-13 12:27:03,2021-03-13 12:30:00+00:00
P,HOURLY,A,2,2021-03-13 12:41:06,2021-03-13 12:45:00+00:00
P,HOURLY,A,2,2021-03-13 12:57:03,2021-03-13 13:00:00+00:00
P,HOURLY,A,7,2021-03-13 13:11:03,2021-03-13 13:15:00+00:00
P,HOURLY,A,6,2021-03-13 13:27:03,2021-03-13 13:30:00+00:00
P,HOURLY,A,1,2021-03-13 13:43:08,2021-03-13 13:45:00+00:00
P,HOURLY,A,0,2021-03-13 13:57:03,2021-03-13 14:00:00+00:00
P,HOURLY,A,7,2021-03-13 14:11:03,2021-03-13 14:15:00+00:00
P,HOURLY,A,5,2021-03-13 14:27:03,2021-03-13 14:30:00+00:00
P,HOURLY,A,10,2021-03-13 14:41:03,2021-03-13 14:45:00+00:00
P,HOURLY,A,13,2021-03-13 14:57:03,2021-03-13 15:00:00+00:00
P,HOURLY,A,23,2021-03-13 15:13:04,2021-03-13 15:15:00+00:00
P,HOURLY,A,16,2021-03-13 15:27:03,2021-03-13 15:30:00+00:00
P,HOURLY,A,18,2021-03-13 15:41:03,2021-03-13 15:45:00+00:00
P,HOURLY,A,23,2021-03-13 15:57:03,2021-03-13 16:00:00+00:00
P,HOURLY,A,33,2021-03-13 16:13:03,2021-03-13 16:15:00+00:00
P,HOURLY,A,27,2021-03-13 16:27:03,2021-03-13 16:30:00+00:00
P,HOURLY,A,38,2021-03-13 16:41:03,2021-03-13 16:45:00+00:00
P,HOURLY,A,49,2021-03-13 16:57:03,2021-03-13 17:00:00+00:00
P,HOURLY,A,56,2021-03-13 17:11:03,2021-03-13 17:15:00+00:00
P,HOURLY,A,57,2021-03-13 17:27:03,2021-03-13 17:30:00+00:00
P,HOURLY,A,64,2021-03-13 17:43:03,2021-03-13 17:45:00+00:00
P,HOURLY,A,62,2021-03-13 17:55:03,2021-03-13 18:00:00+00:00
P,HOURLY,A,55,2021-03-13 18:11:03,2021-03-13 18:15:00+00:00
P,HOURLY,A,57,2021-03-13 18:27:03,2021-03-13 18:30:00+00:00
P,HOURLY,A,54,2021-03-13 18:41:03,2021-03-13 18:45:00+00:00
P,HOURLY,A,38,2021-03-13 18:57:03,2021-03-13 19:00:00+00:00
P,HOURLY,A,31,2021-03-13 19:11:03,2021-03-13 19:15:00+00:00
P,HOURLY,A,29,2021-03-13 19:27:03,2021-03-13 19:30:00+00:00
P,HOURLY,A,23,2021-03-13 19:41:03,2021-03-13 19:45:00+00:00
P,HOURLY,A,18,2021-03-13 19:57:03,2021-03-13 20:00:00+00:00
P,HOURLY,A,22,2021-03-13 20:11:04,2021-03-13 20:15:00+00:00
P,HOURLY,A,22,2021-03-13 20:27:03,2021-03-13 20:30:00+00:00
P,HOURLY,A,33,2021-03-13 20:43:04,2021-03-13 20:45:00+00:00
P,HOURLY,A,47,2021-03-13 20:57:03,2021-03-13 21:00:00+00:00
P,HOURLY,A,59,2021-03-13 21:13:03,2021-03-13 21:15:00+00:00
P,HOURLY,A,68,2021-03-13 21:27:04,2021-03-13 21:30:00+00:00
P,HOURLY,A,81,2021-03-13 21:41:03,2021-03-13 21:45:00+00:00
P,HOURLY,A,99,2021-03-13 21:57:04,2021-03-13 22:00:00+00:00
P,HOURLY,A,109,2021-03-13 22:11:03,2021-03-13 22:15:00+00:00
P,HOURLY,A,128,2021-03-13 22:27:04,2021-03-13 22:30:00+00:00
P,HOURLY,A,133,2021-03-13 22:43:03,2021-03-13 22:45:00+00:00
P,HOURLY,A,136,2021-03-13 22:57:03,2021-03-13 23:00:00+00:00
P,HOURLY,A,139,2021-03-13 23:11:03,2021-03-13 23:15:00+00:00
P,HOURLY,A,139,2021-03-13 23:27:03,2021-03-13 23:30:00+00:00
P,HOURLY,A,138,2021-03-13 23:41:03,2021-03-13 23:45:00+00:00
P,HOURLY,A,139,2021-03-13 23:57:03,2021-03-14 00:00:00+00:00
P,HOURLY,A,141,2021-03-14 00:13:03,2021-03-14 00:15:00+00:00
P,HOURLY,A,142,2021-03-14 00:27:03,2021-03-14 00:30:00+00:00
P,HOURLY,A,142,2021-03-14 00:41:03,2021-03-14 00:45:00+00:00
P,HOURLY,A,142,2021-03-14 00:57:03,2021-03-14 01:00:00+00:00
P,HOURLY,A,142,2021-03-14 01:13:03,2021-03-14 01:15:00+00:00
P,HOURLY,A,143,2021-03-14 01:27:03,2021-03-14 01:30:00+00:00
P,HOURLY,A,143,2021-03-14 01:41:03,2021-03-14 01:45:00+00:00
P,HOURLY,A,143,2021-03-14 01:57:03,2021-03-14 02:00:00+00:00
P,HOURLY,A,143,2021-03-14 02:11:03,2021-03-14 02:15:00+00:00
P,HOURLY,A,143,2021-03-14 02:27:03,2021-03-14 02:30:00+00:00
P,HOURLY,A,143,2021-03-14 02:43:03,2021-03-14 02:45:00+00:00
P,HOURLY,A,143,2021-03-14 02:57:03,2021-03-14 03:00:00+00:00
P,HOURLY,A,143,2021-03-14 03:11:03,2021-03-14 03:15:00+00:00
P,HOURLY,A,143,2021-03-14 03:27:03,2021-03-14 03:30:00+00:00
P,HOURLY,A,143,2021-03-14 03:41:03,2021-03-14 03:45:00+00:00
P,HOURLY,A,143,2021-03-14 03:57:03,2021-03-14 04:00:00+00:00
P,HOURLY,A,143,2021-03-14 04:13:03,2021-03-14 04:15:00+00:00
P,HOURLY,A,143,2021-03-14 04:27:03,2021-03-14 04:30:00+00:00
P,HOURLY,A,143,2021-03-14 04:41:03,2021-03-14 04:45:00+00:00
P,HOURLY,A,143,2021-03-14 04:57:03,2021-03-14 05:00:00+00:00
P,HOURLY,A,143,2021-03-14 05:11:03,2021-03-14 05:15:00+00:00
P,HOURLY,A,143,2021-03-14 05:27:03,2021-03-14 05:30:00+00:00
P,HOURLY,A,143,2021-03-14 05:41:04,2021-03-14 05:45:00+00:00
P,HOURLY,A,143,2021-03-14 05:57:03,2021-03-14 06:00:00+00:00
P,HOURLY,A,143,2021-03-14 06:11:03,2021-03-14 06:15:00+00:00
P,HOURLY,A,143,2021-03-14 06:27:04,2021-03-14 06:30:00+00:00
P,HOURLY,A,143,2021-03-14 06:41:03,2021-03-14 06:45:00+00:00
P,HOURLY,A,143,2021-03-14 06:57:03,2021-03-14 07:00:00+00:00
P,HOURLY,A,143,2021-03-14 07:11:03,2021-03-14 07:15:00+00:00
P,HOURLY,A,143,2021-03-14 07:27:03,2021-03-14 07:30:00+00:00
P,HOURLY,A,143,2021-03-14 07:41:03,2021-03-14 07:45:00+00:00
P,HOURLY,A,142,2021-03-14 07:57:03,2021-03-14 08:00:00+00:00
P,HOURLY,A,142,2021-03-14 08:13:03,2021-03-14 08:15:00+00:00
P,HOURLY,A,143,2021-03-14 08:27:03,2021-03-14 08:30:00+00:00
P,HOURLY,A,139,2021-03-14 08:43:03,2021-03-14 08:45:00+00:00
P,HOURLY,A,138,2021-03-14 08:57:03,2021-03-14 09:00:00+00:00
P,HOURLY,A,135,2021-03-14 09:13:03,2021-03-14 09:15:00+00:00
P,HOURLY,A,134,2021-03-14 09:27:03,2021-03-14 09:30:00+00:00
P,HOURLY,A,132,2021-03-14 09:41:03,2021-03-14 09:45:00+00:00
P,HOURLY,A,123,2021-03-14 09:57:03,2021-03-14 10:00:00+00:00
P,HOURLY,A,121,2021-03-14 10:13:03,2021-03-14 10:15:00+00:00
P,HOURLY,A,115,2021-03-14 10:27:03,2021-03-14 10:30:00+00:00
P,HOURLY,A,104,2021-03-14 10:41:04,2021-03-14 10:45:00+00:00
P,HOURLY,A,91,2021-03-14 10:57:03,2021-03-14 11:00:00+00:00
P,HOURLY,A,75,2021-03-14 11:13:04,2021-03-14 11:15:00+00:00
P,HOURLY,A,55,2021-03-14 11:27:03,2021-03-14 11:30:00+00:00
P,HOURLY,A,41,2021-03-14 11:41:03,2021-03-14 11:45:00+00:00
P,HOURLY,A,23,2021-03-14 11:57:03,2021-03-14 12:00:00+00:00
P,HOURLY,A,16,2021-03-14 12:11:03,2021-03-14 12:15:00+00:00
P,HOURLY,A,8,2021-03-14 12:27:03,2021-03-14 12:30:00+00:00
P,HOURLY,A,4,2021-03-14 12:41:04,2021-03-14 12:45:00+00:00
P,HOURLY,A,0,2021-03-14 12:57:03,2021-03-14 13:00:00+00:00
P,HOURLY,A,0,2021-03-14 13:11:04,2021-03-14 13:15:00+00:00
P,HOURLY,A,0,2021-03-14 13:27:04,2021-03-14 13:30:00+00:00
P,HOURLY,A,0,2021-03-14 13:41:03,2021-03-14 13:45:00+00:00
P,HOURLY,A,2,2021-03-14 13:57:03,2021-03-14 14:00:00+00:00
P,HOURLY,A,6,2021-03-14 14:13:04,2021-03-14 14:15:00+00:00
P,HOURLY,A,16,2021-03-14 14:27:04,2021-03-14 14:30:00+00:00
P,HOURLY,A,16,2021-03-14 14:41:03,2021-03-14 14:45:00+00:00
P,HOURLY,A,16,2021-03-14 14:57:03,2021-03-14 15:00:00+00:00
P,HOURLY,A,16,2021-03-14 15:11:03,2021-03-14 15:15:00+00:00
P,HOURLY,A,16,2021-03-14 15:27:04,2021-03-14 15:30:00+00:00
P,HOURLY,A,16,2021-03-14 15:41:03,2021-03-14 15:45:00+00:00
P,HOURLY,A,12,2021-03-14 15:57:03,2021-03-14 16:00:00+00:00
P,HOURLY,A,37,2021-03-14 16:11:03,2021-03-14 16:15:00+00:00
P,HOURLY,A,52,2021-03-14 16:27:03,2021-03-14 16:30:00+00:00
P,HOURLY,A,57,2021-03-14 16:43:03,2021-03-14 16:45:00+00:00
P,HOURLY,A,56,2021-03-14 16:57:03,2021-03-14 17:00:00+00:00
P,HOURLY,A,50,2021-03-14 17:11:03,2021-03-14 17:15:00+00:00
P,HOURLY,A,40,2021-03-14 17:27:03,2021-03-14 17:30:00+00:00
P,HOURLY,A,32,2021-03-14 17:43:03,2021-03-14 17:45:00+00:00
P,HOURLY,A,23,2021-03-14 17:57:03,2021-03-14 18:00:00+00:00
P,HOURLY,A,12,2021-03-14 18:11:03,2021-03-14 18:15:00+00:00
P,HOURLY,A,4,2021-03-14 18:27:03,2021-03-14 18:30:00+00:00
P,HOURLY,A,10,2021-03-14 18:41:03,2021-03-14 18:45:00+00:00
P,HOURLY,A,2,2021-03-14 18:57:03,2021-03-14 19:00:00+00:00
P,HOURLY,A,6,2021-03-14 19:13:03,2021-03-14 19:15:00+00:00
P,HOURLY,A,4,2021-03-14 19:27:03,2021-03-14 19:30:00+00:00
P,HOURLY,A,2,2021-03-14 19:41:03,2021-03-14 19:45:00+00:00
P,HOURLY,A,7,2021-03-14 19:57:04,2021-03-14 20:00:00+00:00
P,HOURLY,A,16,2021-03-14 20:11:03,2021-03-14 20:15:00+00:00
P,HOURLY,A,22,2021-03-14 20:27:03,2021-03-14 20:30:00+00:00
P,HOURLY,A,39,2021-03-14 20:43:04,2021-03-14 20:45:00+00:00
P,HOURLY,A,52,2021-03-14 20:57:03,2021-03-14 21:00:00+00:00
P,HOURLY,A,67,2021-03-14 21:11:03,2021-03-14 21:15:00+00:00
P,HOURLY,A,85,2021-03-14 21:27:03,2021-03-14 21:30:00+00:00
P,HOURLY,A,96,2021-03-14 21:41:03,2021-03-14 21:45:00+00:00
P,HOURLY,A,112,2021-03-14 21:57:06,2021-03-14 22:00:00+00:00
P,HOURLY,A,119,2021-03-14 22:13:03,2021-03-14 22:15:00+00:00
P,HOURLY,A,124,2021-03-14 22:27:04,2021-03-14 22:30:00+00:00
P,HOURLY,A,127,2021-03-14 22:43:03,2021-03-14 22:45:00+00:00
P,HOURLY,A,128,2021-03-14 22:57:03,2021-03-14 23:00:00+00:00
P,HOURLY,A,129,2021-03-14 23:13:03,2021-03-14 23:15:00+00:00
P,HOURLY,A,129,2021-03-14 23:27:03,2021-03-14 23:30:00+00:00
P,HOURLY,A,129,2021-03-14 23:41:03,2021-03-14 23:45:00+00:00
P,HOURLY,A,130,2021-03-14 23:57:04,2021-03-15 00:00:00+00:00
P,HOURLY,A,130,2021-03-15 00:11:03,2021-03-15 00:15:00+00:00
P,HOURLY,A,129,2021-03-15 00:27:03,2021-03-15 00:30:00+00:00
P,HOURLY,A,129,2021-03-15 00:41:03,2021-03-15 00:45:00+00:00
P,HOURLY,A,130,2021-03-15 00:57:03,2021-03-15 01:00:00+00:00
P,HOURLY,A,130,2021-03-15 01:13:08,2021-03-15 01:15:00+00:00
P,HOURLY,A,130,2021-03-15 01:27:03,2021-03-15 01:30:00+00:00
P,HOURLY,A,130,2021-03-15 01:43:03,2021-03-15 01:45:00+00:00
P,HOURLY,A,130,2021-03-15 01:57:03,2021-03-15 02:00:00+00:00
P,HOURLY,A,130,2021-03-15 02:11:03,2021-03-15 02:15:00+00:00
P,HOURLY,A,130,2021-03-15 02:27:03,2021-03-15 02:30:00+00:00
P,HOURLY,A,130,2021-03-15 02:41:03,2021-03-15 02:45:00+00:00
P,HOURLY,A,130,2021-03-15 02:57:03,2021-03-15 03:00:00+00:00
P,HOURLY,A,130,2021-03-15 03:11:03,2021-03-15 03:15:00+00:00
P,HOURLY,A,130,2021-03-15 03:27:03,2021-03-15 03:30:00+00:00
P,HOURLY,A,130,2021-03-15 03:41:03,2021-03-15 03:45:00+00:00
P,HOURLY,A,130,2021-03-15 03:57:04,2021-03-15 04:00:00+00:00
P,HOURLY,A,130,2021-03-15 04:11:03,2021-03-15 04:15:00+00:00
P,HOURLY,A,130,2021-03-15 04:27:06,2021-03-15 04:30:00+00:00
P,HOURLY,A,130,2021-03-15 04:41:03,2021-03-15 04:45:00+00:00
P,HOURLY,A,130,2021-03-15 04:57:03,2021-03-15 05:00:00+00:00
P,HOURLY,A,130,2021-03-15 05:11:03,2021-03-15 05:15:00+00:00
P,HOURLY,A,130,2021-03-15 05:27:03,2021-03-15 05:30:00+00:00
P,HOURLY,A,130,2021-03-15 05:41:03,2021-03-15 05:45:00+00:00
P,HOURLY,A,130,2021-03-15 05:57:03,2021-03-15 06:00:00+00:00
P,HOURLY,A,142,2021-03-15 06:11:03,2021-03-15 06:15:00+00:00
P,HOURLY,A,142,2021-03-15 06:27:03,2021-03-15 06:30:00+00:00
P,HOURLY,A,142,2021-03-15 06:43:03,2021-03-15 06:45:00+00:00
P,HOURLY,A,142,2021-03-15 06:57:03,2021-03-15 07:00:00+00:00
P,HOURLY,A,142,2021-03-15 07:13:03,2021-03-15 07:15:00+00:00
P,HOURLY,A,142,2021-03-15 07:27:03,2021-03-15 07:30:00+00:00
P,HOURLY,A,142,2021-03-15 07:43:03,2021-03-15 07:45:00+00:00
P,HOURLY,A,141,2021-03-15 07:57:03,2021-03-15 08:00:00+00:00
P,HOURLY,A,140,2021-03-15 08:11:03,2021-03-15 08:15:00+00:00
P,HOURLY,A,135,2021-03-15 08:27:03,2021-03-15 08:30:00+00:00
P,HOURLY,A,132,2021-03-15 08:41:03,2021-03-15 08:45:00+00:00
P,HOURLY,A,129,2021-03-15 08:57:03,2021-03-15 09:00:00+00:00
P,HOURLY,A,120,2021-03-15 09:11:03,2021-03-15 09:15:00+00:00
P,HOURLY,A,116,2021-03-15 09:27:03,2021-03-15 09:30:00+00:00
P,HOURLY,A,112,2021-03-15 09:43:04,2021-03-15 09:45:00+00:00
P,HOURLY,A,114,2021-03-15 09:57:03,2021-03-15 10:00:00+00:00
P,HOURLY,A,108,2021-03-15 10:11:03,2021-03-15 10:15:00+00:00
P,HOURLY,A,101,2021-03-15 10:27:04,2021-03-15 10:30:00+00:00
P,HOURLY,A,101,2021-03-15 10:43:03,2021-03-15 10:45:00+00:00
P,HOURLY,A,94,2021-03-15 10:57:03,2021-03-15 11:00:00+00:00
P,HOURLY,A,87,2021-03-15 11:13:05,2021-03-15 11:15:00+00:00
P,HOURLY,A,79,2021-03-15 11:27:03,2021-03-15 11:30:00+00:00
P,HOURLY,A,69,2021-03-15 11:43:03,2021-03-15 11:45:00+00:00
P,HOURLY,A,50,2021-03-15 11:57:04,2021-03-15 12:00:00+00:00
P,HOURLY,A,46,2021-03-15 12:13:03,2021-03-15 12:15:00+00:00
P,HOURLY,A,46,2021-03-15 12:27:04,2021-03-15 12:30:00+00:00
P,HOURLY,A,38,2021-03-15 12:41:04,2021-03-15 12:45:00+00:00
P,HOURLY,A,28,2021-03-15 12:57:03,2021-03-15 13:00:00+00:00
P,HOURLY,A,22,2021-03-15 13:11:04,2021-03-15 13:15:00+00:00
P,HOURLY,A,18,2021-03-15 13:27:04,2021-03-15 13:30:00+00:00
P,HOURLY,A,16,2021-03-15 13:41:04,2021-03-15 13:45:00+00:00
P,HOURLY,A,18,2021-03-15 13:57:03,2021-03-15 14:00:00+00:00
P,HOURLY,A,21,2021-03-15 14:13:04,2021-03-15 14:15:00+00:00
P,HOURLY,A,16,2021-03-15 14:27:03,2021-03-15 14:30:00+00:00
P,HOURLY,A,15,2021-03-15 14:43:03,2021-03-15 14:45:00+00:00
P,HOURLY,A,9,2021-03-15 14:57:03,2021-03-15 15:00:00+00:00
P,HOURLY,A,17,2021-03-15 15:11:03,2021-03-15 15:15:00+00:00
P,HOURLY,A,25,2021-03-15 15:27:03,2021-03-15 15:30:00+00:00
P,HOURLY,A,24,2021-03-15 15:43:04,2021-03-15 15:45:00+00:00
P,HOURLY,A,28,2021-03-15 15:57:03,2021-03-15 16:00:00+00:00
P,HOURLY,A,28,2021-03-15 16:11:03,2021-03-15 16:15:00+00:00
P,HOURLY,A,31,2021-03-15 16:27:03,2021-03-15 16:30:00+00:00
P,HOURLY,A,34,2021-03-15 16:41:03,2021-03-15 16:45:00+00:00
P,HOURLY,A,40,2021-03-15 16:57:03,2021-03-15 17:00:00+00:00
P,HOURLY,A,32,2021-03-15 17:13:04,2021-03-15 17:15:00+00:00
P,HOURLY,A,39,2021-03-15 17:27:03,2021-03-15 17:30:00+00:00
P,HOURLY,A,44,2021-03-15 17:41:04,2021-03-15 17:45:00+00:00
P,HOURLY,A,40,2021-03-15 17:57:03,2021-03-15 18:00:00+00:00
P,HOURLY,A,46,2021-03-15 18:11:04,2021-03-15 18:15:00+00:00
P,HOURLY,A,59,2021-03-15 18:27:03,2021-03-15 18:30:00+00:00
P,HOURLY,A,64,2021-03-15 18:43:03,2021-03-15 18:45:00+00:00
P,HOURLY,A,58,2021-03-15 18:57:03,2021-03-15 19:00:00+00:00
P,HOURLY,A,61,2021-03-15 19:13:04,2021-03-15 19:15:00+00:00
P,HOURLY,A,61,2021-03-15 19:27:03,2021-03-15 19:30:00+00:00
P,HOURLY,A,64,2021-03-15 19:41:04,2021-03-15 19:45:00+00:00
P,HOURLY,A,72,2021-03-15 19:57:03,2021-03-15 20:00:00+00:00
P,HOURLY,A,69,2021-03-15 20:11:03,2021-03-15 20:15:00+00:00
P,HOURLY,A,72,2021-03-15 20:27:03,2021-03-15 20:30:00+00:00
P,HOURLY,A,76,2021-03-15 20:43:04,2021-03-15 20:45:00+00:00
P,HOURLY,A,83,2021-03-15 20:57:03,2021-03-15 21:00:00+00:00
P,HOURLY,A,93,2021-03-15 21:11:03,2021-03-15 21:15:00+00:00
P,HOURLY,A,102,2021-03-15 21:27:04,2021-03-15 21:30:00+00:00
P,HOURLY,A,116,2021-03-15 21:43:04,2021-03-15 21:45:00+00:00
P,HOURLY,A,120,2021-03-15 21:57:04,2021-03-15 22:00:00+00:00
P,HOURLY,A,126,2021-03-15 22:13:03,2021-03-15 22:15:00+00:00
P,HOURLY,A,130,2021-03-15 22:27:03,2021-03-15 22:30:00+00:00
P,HOURLY,A,133,2021-03-15 22:43:03,2021-03-15 22:45:00+00:00
P,HOURLY,A,133,2021-03-15 22:57:04,2021-03-15 23:00:00+00:00
P,HOURLY,A,135,2021-03-15 23:11:03,2021-03-15 23:15:00+00:00
P,HOURLY,A,135,2021-03-15 23:27:03,2021-03-15 23:30:00+00:00
P,HOURLY,A,136,2021-03-15 23:41:04,2021-03-15 23:45:00+00:00
P,HOURLY,A,138,2021-03-15 23:57:03,2021-03-16 00:00:00+00:00
P,HOURLY,A,138,2021-03-16 00:11:03,2021-03-16 00:15:00+00:00
P,HOURLY,A,138,2021-03-16 00:27:04,2021-03-16 00:30:00+00:00
P,HOURLY,A,138,2021-03-16 00:41:03,2021-03-16 00:45:00+00:00
P,HOURLY,A,139,2021-03-16 00:57:03,2021-03-16 01:00:00+00:00
P,HOURLY,A,139,2021-03-16 01:11:03,2021-03-16 01:15:00+00:00
P,HOURLY,A,139,2021-03-16 01:27:03,2021-03-16 01:30:00+00:00
P,HOURLY,A,139,2021-03-16 01:41:03,2021-03-16 01:45:00+00:00
P,HOURLY,A,139,2021-03-16 01:57:03,2021-03-16 02:00:00+00:00
P,HOURLY,A,139,2021-03-16 02:11:03,2021-03-16 02:15:00+00:00
P,HOURLY,A,139,2021-03-16 02:27:03,2021-03-16 02:30:00+00:00
P,HOURLY,A,139,2021-03-16 02:41:03,2021-03-16 02:45:00+00:00
P,HOURLY,A,139,2021-03-16 02:57:03,2021-03-16 03:00:00+00:00
P,HOURLY,A,139,2021-03-16 03:11:03,2021-03-16 03:15:00+00:00
P,HOURLY,A,141,2021-03-16 03:43:03,2021-03-16 03:45:00+00:00
P,HOURLY,A,141,2021-03-16 03:57:03,2021-03-16 04:00:00+00:00
P,HOURLY,A,141,2021-03-16 04:11:03,2021-03-16 04:15:00+00:00
P,HOURLY,A,141,2021-03-16 04:27:03,2021-03-16 04:30:00+00:00
P,HOURLY,A,141,2021-03-16 04:43:03,2021-03-16 04:45:00+00:00
P,HOURLY,A,141,2021-03-16 04:57:03,2021-03-16 05:00:00+00:00
P,HOURLY,A,141,2021-03-16 05:11:03,2021-03-16 05:15:00+00:00
P,HOURLY,A,141,2021-03-16 05:27:03,2021-03-16 05:30:00+00:00
P,HOURLY,A,141,2021-03-16 05:41:03,2021-03-16 05:45:00+00:00
P,HOURLY,A,141,2021-03-16 05:57:03,2021-03-16 06:00:00+00:00
P,HOURLY,A,141,2021-03-16 06:11:03,2021-03-16 06:15:00+00:00
P,HOURLY,A,141,2021-03-16 06:27:07,2021-03-16 06:30:00+00:00
P,HOURLY,A,139,2021-03-16 06:43:03,2021-03-16 06:45:00+00:00
P,HOURLY,A,139,2021-03-16 06:57:03,2021-03-16 07:00:00+00:00
P,HOURLY,A,139,2021-03-16 07:11:03,2021-03-16 07:15:00+00:00
